"SHN_Id","Datnai","Sexe","Catlib","FedNom","Discipline","Club","DepLib","RegionLib","Fin de droits","Date début"
"shn00174","1994","F         ","Jeune","ATHLETISME","Concours","ROU KOU","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00175","1991","M         ","Jeune","HANDISPORT","Athletisme paralympique","CLUB ATHLETIQUE DE MONTREUIL","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00176","1992","M         ","Senior","JUDO","Judo","JC CHILLY MAZARIN MORANGIS","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00177","1999","F         ","Espoir","FOOTBALL","Football","ASJ SOYAUX","CHARENTE","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00178","1996","M         ","Jeune","VOL A VOILE","Vol a voile","LES PLANEURS D'ORLEANS","LOIRET","CENTRE","10/31/2015","11/1/2014"
"shn00179","1995","F         ","Jeune","RUGBY","Rugby a xv","STADE TOULOUSAIN RUGBY FEMININ","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00180","1997","M         ","Espoir","AVIRON","Aviron","BERGERAC SN","DORDOGNE","AQUITAINE","10/31/2015","11/1/2014"
"shn00181","1995","F         ","Espoir","MONTAGNE ET ESCALADE","Escalade","SAC A POF","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00182","1986","M         ","Senior","RUGBY","Rugby a vii","CLUB FRANCE MARCOUSSIS","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00183","1972","M         ","Elite","VOILE","Planche a voile","17029 - W C COUARDAIS","CHARENTE-MARITIME","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00184","2000","F         ","Espoir","NATATION","Water-polo","OLYMPIC NICE NATATION","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00185","1999","M         ","Jeune","GYMNASTIQUE","Gymnastique artistique","ENFANTS DE LA VALSERINE BELLEGARDE","AIN","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00186","1991","M         ","Senior","PELOTE BASQUE","Cesta punta","BAC","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00187","2000","F         ","Espoir","BASKET-BALL","Basket-ball","ETOILE DE L'OUEST POINTE NOIRE","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn00188","1997","F         ","Espoir","NATATION","Natation course","CNS ST-ESTÈVE","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00189","1998","M         ","Espoir","RUGBY A XIII","Rugby a xiii","DRAGONS CATALANS","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00190","1996","M         ","Espoir","RUGBY A XIII","Rugby a xiii","AS CARCASSONNE","AUDE","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00191","1994","M         ","Espoir","VOILE","Planche a voile","9S204 - A.CALEDONIENNE P.A.V","NOUMEA","NOUVELLE CALEDONIE","10/31/2015","11/1/2014"
"shn00192","1998","M         ","Espoir","ESCRIME","Epée","AEF FORT DE FRANCE","MARTINIQUE","MARTINIQUE","10/31/2015","11/1/2014"
"shn00193","1994","F         ","Partenaire d'entrainement","TENNIS","Tennis","BOULAZAC TC","DORDOGNE","AQUITAINE","10/31/2015","11/1/2014"
"shn00194","1997","F         ","Espoir","ATHLETISME","Concours","UNION CAUDRY ATHLETISME","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00195","1997","F         ","Espoir","HANDBALL","Handball","TOULOUSE","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00196","1996","F         ","Jeune","AVIRON","Aviron","LYON CALUIRE AC","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00197","1979","M         ","Reconversion","GYMNASTIQUE","Aerobic","SPORT CLUB AGORA 2000 EVRY","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00198","1996","M         ","Jeune","PELOTE BASQUE","Main-nue","BAIGORRY","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00199","2002","M         ","Jeune","TENNIS DE TABLE","Tennis de table","A M S L FREJUS","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn00200","2000","M         ","Espoir","FOOTBALL","Football","STADE MONTOIS","LANDES","AQUITAINE","10/31/2015","11/1/2014"
"shn00201","1997","M         ","Espoir","PELOTE BASQUE","Main-nue","AVIRON BAYONNAIS","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00202","2000","F         ","Espoir","BOWLING","Bowling","ECOLE DE BOWLING SEQUESTRE ALBI","TARN","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00203","2001","F         ","Espoir","BASKET-BALL","Basket-ball","BASKET LATTES  MONTPELLIER AGGLOMERATION","AUDE","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00204","1997","M         ","Espoir","PELOTE BASQUE","Paleta","STADE TOULOUSAIN  PELOTE","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00205","1999","M         ","Espoir","RUGBY","Rugby a xv","CA BRIVISTE CORREZE","CORREZE","LIMOUSIN","10/31/2015","11/1/2014"
"shn00206","1994","M         ","Jeune","LUTTE","Lutte olympique libre","ASSO SARREGUEMINES","MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn00207","1996","F         ","Espoir","VOILE","Deriveur","9M110 - C N MARIN","MARTINIQUE","MARTINIQUE","10/31/2015","11/1/2014"
"shn00208","1999","M         ","Jeune","AUTOMOBILE","Circuit","ASA MEDITERRANEE","VAUCLUSE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00209","1999","M         ","Jeune","TAEKWONDO","Taekwondo","TKD CLUB ST PRIEST","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00210","1999","F         ","Espoir","ATHLETISME","Concours","AJS LA GARDE","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn00211","1999","M         ","Espoir","HANDBALL","Handball","RC LORRAIN ","MARTINIQUE","MARTINIQUE","10/31/2015","11/1/2014"
"shn00212","1995","F         ","Espoir","NATATION","Natation course","EMS BRON","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00213","1997","M         ","Espoir","VOLLEY BALL","Volley ball","STE GYMNASTIQUE ALSATIA NEUHOF","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn00214","1985","M         ","Senior","PELOTE BASQUE","Xare","BAC","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00215","1993","M         ","Senior","VOILE","Planche a voile","9GS01 - FUN KITE ACADEMY","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn00216","2001","M         ","Espoir","BASKET-BALL","Basket-ball","AMICALE LAIQUE BENEVENT","CREUSE","LIMOUSIN","10/31/2015","11/1/2014"
"shn00217","1991","M         ","Senior","SPORT ADAPTE","Football","LEUCATE FITOU","AUDE","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00218","1998","M         ","Espoir","CANOE-KAYAK","Slalom","CANOE KAYAK CLUB POITEVIN","VIENNE","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00219","2002","F         ","Espoir","GYMNASTIQUE","Gymnastique rythmique","GRS PARIS CENTRE","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00220","1999","M         ","Jeune","FOOTBALL","Football","AS MONACO","MONACO","MONACO","10/31/2015","11/1/2014"
"shn00221","1995","M         ","Partenaire d'entrainement","ESCRIME","Sabre","STRASBOURG UC","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn00222","2001","M         ","Espoir","FOOTBALL","Football","ES WASQUEHAL","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00223","2001","M         ","Espoir","BADMINTON","Badminton","TON BAD A SPAY MIN CLUB","SARTHE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00224","2001","M         ","Espoir","ROLLER SPORTS","Patinage de course","RAC ST BRIEUC","COTES-D'ARMOR","BRETAGNE","10/31/2015","11/1/2014"
"shn00225","1982","F         ","Senior","RUGBY","Rugby a vii","STADE RENNAIS RUGBY","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn00226","1996","M         ","Espoir","CYCLISME","Velo tout terrain (vtt)","VC Senonais","YONNE","BOURGOGNE","10/31/2015","11/1/2014"
"shn00227","1991","M         ","Senior","JUDO","Judo","ACBB BOULOGNE","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00228","1996","M         ","Espoir","JUDO","Judo","STADE OLYMP.GIVORS","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00229","1999","F         ","Espoir","CANOE-KAYAK","Descente","BOMMES NAUTIQUE CK","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn00230","1996","M         ","Jeune","ESCRIME","Epée","CERCLE NEVERS ESCRIME","NIEVRE","BOURGOGNE","10/31/2015","11/1/2014"
"shn00231","1994","M         ","Senior","SKI","Ski alpin","SERRE CHEVAL","HAUTES-ALPES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00232","1998","M         ","Espoir","NATATION","Natation course","CN DOLE & REG","JURA","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn00233","2000","F         ","Espoir","SKI","Ski alpin","SC MENUIRES","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00234","1989","F         ","Senior","HOCKEY SUR GLACE","Hockey sur glace","MONTREAL","ETRANGER","ETRANGER","10/31/2015","11/1/2014"
"shn00235","1993","M         ","Jeune","ATHLETISME","Concours","NICE COTE D'AZUR ATHLETISME *","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00236","1990","M         ","Espoir","HANDISPORT","Natation paralympique","RONCHIN OLYMPIQUE CLUB","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00237","2000","F         ","Espoir","GYMNASTIQUE","Gymnastique rythmique","SOCIETE GYMNIQUE ESPERANCE ","HAUT-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn00238","1997","F         ","Espoir","ROLLER SPORTS","Patinage de course","CLUB ROLLER REILLANNAIS","ALPES-DE-HAUTE-PROVENCE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00239","1995","F         ","Jeune","SPORT BOULES","Sport boules","NYONS","DROME","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00240","1995","M         ","Jeune","JUDO","Judo","STE GENEVIEVE SPORTS","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00241","1998","M         ","Espoir","JUDO","Judo","JUDO ATH.PERPIGNANAIS","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00242","1996","M         ","Jeune","SPORT BOULES","Sport boules","ROMANS","DROME","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00243","2000","M         ","Espoir","FOOTBALL","Football","OM","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00244","1999","M         ","Espoir","CANOE-KAYAK","Slalom","FOYER LOISIRS MANSLOIS","CHARENTE","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00245","1995","M         ","Jeune","SKI","Ski alpin","ND BELLECOMB","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00246","1998","F         ","Jeune","ESCRIME","Sabre","AMICALE TARBAISE D'ESCRIME","HAUTES-PYRENEES","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00247","1997","M         ","Espoir","GOLF","Golf","GOLF CLUB DE LYON","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00248","1997","M         ","Espoir","HANDBALL","Handball","TROYES","AUBE","CHAMPAGNE-ARDENNE","10/31/2015","11/1/2014"
"shn00249","1968","M         ","Senior","VOL LIBRE","Deltaplane","Les Ailes du Loup","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn00250","1989","M         ","Senior","VOLLEY BALL","Volley ball","HARNES VOLLEY-BALL","PAS-DE-CALAIS","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00251","1995","F         ","Senior","SKI","Ski alpin","SERRE CHEVAL","HAUTES-ALPES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00252","1996","M         ","Jeune","SKI","Ski alpin","SERRE CHEVAL","HAUTES-ALPES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00253","1997","M         ","Jeune","SKI","Ski alpin","SERRE CHEVAL","HAUTES-ALPES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00254","1997","F         ","Jeune","HANDBALL","Handball","ISSY PARIS HANDBALL","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00255","1997","M         ","Espoir","RUGBY","Rugby a xv","SC ALBI","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00256","1996","M         ","Jeune","ETUDE ET SPORTS SOUS MARINS","Nage avec palmes","CNHC","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00257","1995","M         ","Partenaire d'entrainement","LUTTE","Lutte olympique libre","CP BESANCON","DOUBS","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn00258","1996","M         ","Espoir","LUTTE","Lutte olympique gréco romaine","CLUSES","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00259","1999","M         ","Espoir","RUGBY A XIII","Rugby a xiii","US ENTRAIGUES XIII","VAUCLUSE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00260","2000","F         ","Espoir","SKI","Ski alpin","SC FT ROMEU","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00261","1996","M         ","Espoir","ATHLETISME","Concours","STRASBOURG AGGLOMERATION ATHLETISME*","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn00262","1993","F         ","Senior","SQUASH","Squash","UNION SPORTIVE CRETEIL SQUASH","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2016","4/1/2015"
"shn00263","1997","M         ","Espoir","CYCLISME","Piste","US BIETTE GAUCHY","AISNE","PICARDIE","10/31/2015","11/1/2014"
"shn00264","1997","M         ","Jeune","SPORT BOULES","Sport boules","CFB ANNONAY","ARDECHE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00265","1997","M         ","Espoir","RUGBY","Rugby a xv","COLMAR RC","HAUT-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn00266","1983","M         ","Senior","CANOE-KAYAK","Descente","ASCK POISSONS VOLANTS","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn00267","2002","F         ","Espoir","VOLLEY BALL","Volley ball","FFVB","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00268","1981","F         ","Senior","SKI NAUTIQUE","Ski nautique classique","MOISSAC SKI NAUTIQUE","TARN-ET-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00269","1997","F         ","Espoir","HANDBALL","Handball","NANTES LA","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00270","2000","M         ","Espoir","KARATE","Karate","BOXING KARATE MENTON","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00271","1977","M         ","Jeune","HANDISPORT","Ski paralympique","CLUB DES SPORTS DE CHAMONIX MONT BLANC","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00272","1989","F         ","Elite","BASKET-BALL","Basket-ball","REZE BASKET 44","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00273","1964","M         ","Senior","AERONAUTIQUE","Voltige aérienne","AC DE L'HERAULT  LANGUEDOC","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00274","1979","M         ","Senior","HOCKEY SUR GLACE","Hockey sur glace","GRENOBLE","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00275","1994","F         ","Senior","SPORT BOULES","Sport boules","SAINT DENIS EN BUGEY","AIN","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00276","1981","M         ","Senior","SPORT BOULES","Sport boules","C.R.O.LYON","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00277","1996","F         ","Espoir","VOILE","Deriveur","06001 - S R ANTIBES","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00278","1994","M         ","Jeune","ATHLETISME","Concours","ENTENTE FRANCONVILLE CESAME VAL D'OISE *","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00279","1999","F         ","Espoir","HANDBALL","Handball","TOULOUSE FH","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00280","1999","M         ","Espoir","HANDBALL","Handball","NEUILLY EN THILLE","OISE","PICARDIE","10/31/2015","11/1/2014"
"shn00281","1995","M         ","Jeune","TIR","Carabine","TIR OLYMPIQUE SAVOISIEN","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00282","2001","F         ","Espoir","TIR","Pistolet","S.T. PAYS D'OLMES","ARIEGE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00283","1986","M         ","Senior","PELOTE BASQUE","Cesta punta","KOSTAKOAK BIDART","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00284","1999","M         ","Espoir","KARATE","Karate","BUDO CLUB DE SAVIGNY SUR ORGE","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00285","2002","M         ","Espoir","SKI NAUTIQUE","Ski nautique classique","CLUB NAUTIQUE DE ROUEN-POSES","EURE","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn00286","2000","F         ","Espoir","BASKET-BALL","Basket-ball","ROMBAS OC","MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn00287","1996","F         ","Jeune","GOLF","Golf","GOLF DE TERRE BLANCHE","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn00288","1997","M         ","Jeune","FOOTBALL","Football","AJ AUXERRE","YONNE","BOURGOGNE","10/31/2015","11/1/2014"
"shn00289","1997","F         ","Espoir","ESCRIME","Fleuret","MARSEILLE ESCRIME CLUB","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00290","1988","M         ","Senior","ATHLETISME","Courses sur piste","VAL D'EUROPE ATHLETISME","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00291","1996","F         ","Jeune","RUGBY","Rugby a xv","BLAGNAC SAINT ORENS RUGBY FEMININ","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00292","1995","F         ","Jeune","KARATE","Karate","LE GANT D'OR","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00293","2001","M         ","Espoir","FOOTBALL","Football","GENETS ANGLET","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00294","1999","F         ","Espoir","GYMNASTIQUE","Aerobic","HEGALDI AST AEROBIC","LANDES","AQUITAINE","10/31/2015","11/1/2014"
"shn00295","1990","F         ","Senior","PELOTE BASQUE","Paleta","GOIZECO IZARRA","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00296","1997","M         ","Espoir","PELOTE BASQUE","Paleta","GOIZEKO IZARRA ST JEAN PIED DE PORT","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00297","1988","M         ","Senior","TAEKWONDO","Taekwondo","VAN THUYNE TKD","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00298","1999","F         ","Espoir","NATATION","Natation synchronisée","SÈTE NATATION ENTENTE DAUPHINS-DOCKERS","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00299","1988","M         ","Espoir","DANSE","Danses par couple","CLUB DE DANSE DU SOLEIL","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00300","1987","F         ","Senior","RUGBY","Rugby a vii","MONTPELLIER HERAULT RUGBY CLUB","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00301","1988","M         ","Partenaire d'entrainement","JUDO","Judo","STE GENEVIEVE SPORTS","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00302","1999","M         ","Jeune","FOOTBALL","Football","MONTPELLIER HSC","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00303","1990","M         ","Elite","SPORTS DE GLACE","Patinage artistique","CSG CERGY","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00304","1998","M         ","Espoir","BASEBALL","Baseball","SAVIGNY SUR ORGE LIONS","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00305","2001","M         ","Espoir","BASEBALL","Baseball","SAVIGNY SUR ORGE LIONS","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00306","1997","F         ","Jeune","MONTAGNE ET ESCALADE","Escalade","C.A.F. EMBRUN","HAUTES-ALPES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00307","1995","M         ","Jeune","VOILE","Deriveur","44011 - C N PORNIC","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00308","1994","M         ","Jeune","PETANQUE","Pétanque","CLUB DE GENNEVILLIERS","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00309","1997","M         ","Espoir","ATHLETISME","Concours","ENTENTE LITTORAL ATHLETISME NORD 59*","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00310","1994","M         ","Senior","AVIRON","Aviron","BERGERAC SN","DORDOGNE","AQUITAINE","10/31/2015","11/1/2014"
"shn00311","1999","M         ","Espoir","JUDO","Judo","JUDO 85","VENDEE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00312","1998","M         ","Espoir","JUDO","Judo","ALLIANCE JUDO 28","EURE-ET-LOIR","CENTRE","10/31/2015","11/1/2014"
"shn00313","1994","M         ","Jeune","RUGBY","Rugby a xv","ASM CLERMONT","PUY-DE-DOME","AUVERGNE","10/31/2015","11/1/2014"
"shn00314","1996","M         ","Espoir","ESCRIME","Fleuret","C.E. DE ROUEN","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn00315","1988","M         ","Senior","PELOTE BASQUE","Main-nue","SAINT PALAIS (USSPA)","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00316","1988","M         ","Senior","BOXE","Boxe anglaise","BOXING CLUB RUEIL","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00317","1983","F         ","Elite","ATHLETISME","Courses sur piste","LILLE METROPOLE ATHLETISME*","NORD","NORD-PAS-DE-CALAIS","10/31/2016","11/1/2014"
"shn00318","1998","M         ","Espoir","ATHLETISME","Courses sur piste","US ROBERT","MARTINIQUE","MARTINIQUE","10/31/2015","11/1/2014"
"shn00319","1998","M         ","Espoir","CYCLISME","Piste","VC ETAMPES","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00320","1993","F         ","Senior","TIR","Tir au plateau (skeet olympique)","BTC CHATELAILLON","CHARENTE-MARITIME","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00321","1983","M         ","Elite","SAVATE","Combat","LEVALLOIS SC (92)","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2016","11/1/2014"
"shn00322","2003","F         ","Espoir","TENNIS DE TABLE","Tennis de table","CSS BERGHEIM","HAUT-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn00323","1978","M         ","Senior","EQUITATION","Sauts d'obstacle","CE ET PC MONT ST AIGNAN","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn00324","1972","M         ","Jeune","TRIATHLON","Paratriathlon","LA TRIBU 64","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00325","1987","F         ","Elite","JUDO","Judo","RED STAR CHAMPIGNY","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2016","11/1/2014"
